REFKEY	TITLE	TITLE2	AUTHORS	AUTHORS2	JOURNAL	VOLUME	YEAR	PAGES	JNUM	PMID
93649	Haploinsufficiency of Runx1/AML1 promotes myeloid features and leukaemogenesis in BXH2 mice.		Yamashita N; Osato M; Huang L; Yanagida M; Kogan SC; Iwasaki M; Nakamura T; Shigesada K; Asou N; Ito Y		Br J Haematol	131	2005	495-507	J:103596	16281942
93650	Frequent harderian gland adenocarcinomas in inbred white-footed mice (Peromyscus leucopus).		Parnell PG; Crossland JP; Beattie RM; Dewey MJ		Comp Med	55	2005	382-6	J:103613	16158914
93651	Squamous cell carcinomas of the skin at ear tag sites in aged FVB/N mice.		Baron BW; Langan G; Huo D; Baron JM; Montag A		Comp Med	55	2005	231-5	J:103615	16089170
93652	Recurrent non-reciprocal translocations of chromosome 5 in primary T(12;15)-positive BALB/c plasmacytomas.		Coleman AE; Ried T; Janz S		Curr Top Microbiol Immunol	246	1999	175-80; discussion 181	J:103623	10396054
93653	Analysis of Orthologous Gene Expression between Human Pulmonary Adenocarcinoma and a Carcinogen-Induced Murine Model.		Stearman RS; Dwyer-Nield L; Zerbe L; Blaine SA; Chan Z; Bunn PA Jr; Johnson GL; Hirsch FR; Merrick DT; Franklin WA; Baron AE; Keith RL; Nemenoff RA; Malkinson AM; Geraci MW		Am J Pathol	167	2005	1763-75	J:103641	16314486
93654	Chemopreventive effects of deguelin, a novel Akt inhibitor, on tobacco-induced lung tumorigenesis.		Lee HY; Oh SH; Woo JK; Kim WY; Van Pelt CS; Price RE; Cody D; Tran H; Pezzuto JM; Moriarty RM; Hong WK		J Natl Cancer Inst	97	2005	1695-9	J:103647	16288123
93655	p27kip1 deficiency confers susceptibility to gastric carcinogenesis in Helicobacter pylori-infected mice.		Kuzushita N; Rogers AB; Monti NA; Whary MT; Park MJ; Aswad BI; Shirin H; Koff A; Eguchi H; Moss SF		Gastroenterology	129	2005	1544-56	J:103656	16285954
93656	Monoclonal B-cell hyperplasia and leukocyte imbalance precede development of B-cell malignancies in uracil-DNA glycosylase deficient mice.		Andersen S; Ericsson M; Dai HY; Pena-Diaz J; Slupphaug G; Nilsen H; Aarset H; Krokan HE		DNA Repair (Amst)	4	2005	1432-41	J:103664	16174566
93657	Transgenic expression of Helios in B lineage cells alters B cell properties and promotes lymphomagenesis.		Dovat S; Montecino-Rodriguez E; Schuman V; Teitell MA; Dorshkind K; Smale ST		J Immunol	175	2005	3508-15	J:103729	16148093
93658	Immunotherapy using unconjugated CD19 monoclonal antibodies in animal models for B lymphocyte malignancies and autoimmune disease.		Yazawa N; Hamaguchi Y; Poe JC; Tedder TF		Proc Natl Acad Sci U S A	102	2005	15178-83	J:103745	16217038
93659	VEGFR1-positive haematopoietic bone marrow progenitors initiate the pre-metastatic niche.		Kaplan RN; Riba RD; Zacharoulis S; Bramley AH; Vincent L; Costa C; MacDonald DD; Jin DK; Shido K; Kerns SA; Zhu Z; Hicklin D; Wu Y; Port JL; Altorki N; Port ER; Ruggero D; Shmelkov SV; Jensen KK; Rafii S; Lyden D		Nature	438	2005	820-7	J:103807	16341007
93660	Changes in gene expression during the development of mammary tumors in MMTV-Wnt-1 transgenic mice.		Huang S; Li Y; Chen Y; Podsypanina K; Chamorro M; Olshen AB; Desai KV; Tann A; Petersen D; Green JE; Varmus HE		Genome Biol	6	2005	R84	J:103821	16207355
93661	Oncogenic signaling pathways activated in DMBA-induced mouse mammary tumors.		Currier N; Solomon SE; Demicco EG; Chang DL; Farago M; Ying H; Dominguez I; Sonenshein GE; Cardiff RD; Xiao ZX; Sherr DH; Seldin DC		Toxicol Pathol	33	2005	726-37	J:103858	16263698
93662	Mice transgenic for NPM-ALK develop non-Hodgkin lymphomas.		Jager R; Hahne J; Jacob A; Egert A; Schenkel J; Wernert N; Schorle H; Wellmann A		Anticancer Res	25	2005	3191-6	J:103860	16101126
93663	Early epidermal destruction with subsequent epidermal hyperplasia is a unique feature of the papilloma-independent squamous cell carcinoma phenotype in PKCepsilon overexpressing transgenic mice.		Li Y; Wheeler DL; Alters W; Chaiswing L; Verma AK; Oberley TD		Toxicol Pathol	33	2005	684-94	J:103872	16243773
93664	Cancer stem cell characteristics in retinoblastoma.		Seigel GM; Campbell LM; Narayan M; Gonzalez-Fernandez F		Mol Vis	11	2005	729-37	J:103973	16179903
93665	Strain differences in the susceptibility to azoxymethane and dextran sodium sulfate-induced colon carcinogenesis in mice.		Suzuki R; Kohno H; Sugie S; Nakagama H; Tanaka T		Carcinogenesis	27	2006	162-9	J:104028	16081511
93666	Helicobacter pylori but not high salt induces gastric intraepithelial neoplasia in B6129 mice.		Rogers AB; Taylor NS; Whary MT; Stefanich ED; Wang TC; Fox JG		Cancer Res	65	2005	10709-15	J:104073	16322215
93667	Overcoming Fas-mediated apoptosis accelerates Helicobacter-induced gastric cancer in mice.		Cai X; Stoicov C; Li H; Carlson J; Whary M; Fox JG; Houghton J		Cancer Res	65	2005	10912-20	J:104087	16322238
93668	Targeted disruption of hepatic frataxin expression causes impaired mitochondrial function, decreased life span and tumor growth in mice.		Thierbach R; Schulz TJ; Isken F; Voigt A; Mietzner B; Drewes G; von Kleist-Retzow JC; Wiesner RJ; Magnuson MA; Puccio H; Pfeiffer AF; Steinberg P; Ristow M		Hum Mol Genet	14	2005	3857-64	J:104119	16278235
93669	Cancer development induced by graded expression of Snail in mice.		Perez-Mancera PA; Perez-Caro M; Gonzalez-Herrero I; Flores T; Orfao A; de Herreros AG; Gutierrez-Adan A; Pintado B; Sagrera A; Sanchez-Martin M; Sanchez-Garcia I		Hum Mol Genet	14	2005	3449-61	J:104124	16207734
93670	Kaiso-deficient mice show resistance to intestinal cancer.		Prokhortchouk A; Sansom O; Selfridge J; Caballero IM; Salozhin S; Aithozhina D; Cerchietti L; Meng FG; Augenlicht LH; Mariadason JM; Hendrich B; Melnick A; Prokhortchouk E; Clarke A; Bird A		Mol Cell Biol	26	2006	199-208	J:104155	16354691
93671	Tumor suppression and normal aging in mice with constitutively high p53 activity.		Mendrysa SM; O'leary KA; McElwee MK; Michalowski J; Eisenman RN; Powell DA; Perry ME		Genes Dev	20	2006	16-21	J:104174	16391230
93672	Azoxymethane is a genetic background-dependent colorectal tumor initiator and promoter in mice: effects of dose, route, and diet.		Bissahoyo A; Pearsall RS; Hanlon K; Amann V; Hicks D; Godfrey VL; Threadgill DW		Toxicol Sci	88	2005	340-5	J:104177	16150884
93673	The role of human prolactin and its antagonist, G129R, in mammary gland development and DMBA-initiated tumorigenesis in transgenic mice.		Tomblyn S; Langenheim JF; Jacquemart IC; Holle E; Chen WY		Int J Oncol	27	2005	1381-9	J:104184	16211235
93674	The Cables gene on chromosome 18Q regulates colon cancer progression in vivo		Kirley SD; D'Apuzzo M; Lauwers GY; Graeme-Cook F; Chung DC; Zukerberg LR		Cancer Biol Ther	4	2005	861-3	J:104191	16210915
93675	Disruption of growth hormone signaling retards early stages of prostate carcinogenesis in the C3(1)/T antigen mouse.		Wang Z; Prins GS; Coschigano KT; Kopchick JJ; Green JE; Ray VH; Hedayat S; Christov KT; Unterman TG; Swanson SM		Endocrinology	146	2005	5188-96	J:104208	16141391
93676	Vitamin E and organoselenium prevent the cocarcinogenic activity of arsenite with solar UVR in mouse skin.		Uddin AN; Burns FJ; Rossman TG		Carcinogenesis	26	2005	2179-86	J:104230	16014701
93677	Inactivation of NF1 in CNS causes increased glial progenitor proliferation and optic glioma formation.		Zhu Y; Harada T; Liu L; Lush ME; Guignard F; Harada C; Burns DK; Bajenaru ML; Gutmann DH; Parada LF		Development	132	2005	5577-88	J:104342	16314489
93678	Identification of novel tumour-associated genes differentially expressed in the process of squamous cell cancer development.		Hummerich L; Muller R; Hess J; Kokocinski F; Hahn M; Furstenberger G; Mauch C; Lichter P; Angel P		Oncogene	25	2006	111-21	J:104343	16247483
93679	Mutation of Lkb1 and p53 genes exert a cooperative effect on tumorigenesis.		Wei C; Amos CI; Stephens LC; Campos I; Deng JM; Behringer RR; Rashid A; Frazier ML		Cancer Res	65	2005	11297-303	J:104347	16357136
93680	Apc deficiency predisposes to renal carcinoma in the mouse.		Sansom OJ; Griffiths DF; Reed KR; Winton DJ; Clarke AR		Oncogene	24	2005	8205-10	J:104413	16116480
93681	Cdt1 transgenic mice develop lymphoblastic lymphoma in the absence of p53.		Seo J; Chung YS; Sharma GG; Moon E; Burack WR; Pandita TK; Choi K		Oncogene	24	2005	8176-86	J:104414	16261166
93682	Nine-week detection of six genotoxic lung carcinogens using the rasH2/BHT mouse model.		Umemura T; Kodama Y; Nishikawa A; Hioki K; Nomura T; Kanki K; Kuroiwa Y; Ishii Y; Kurokawa Y; Hirose M		Cancer Lett	231	2006	314-8	J:104435	16399233
93683	Differential sensitivity of mouse epithelial tissues to the polyomavirus middle T oncogene.		Cecena G; Wen F; Cardiff RD; Oshima RG		Am J Pathol	168	2006	310-20	J:104437	16400032
93684	The Duffy antigen/receptor for chemokines (DARC) regulates prostate tumor growth.		Shen H; Schuster R; Stringer KF; Waltz SE; Lentsch AB		FASEB J	20	2006	59-64	J:104574	16394268
93685	Chronic stress and susceptibility to skin cancer.		Saul AN; Oberyszyn TM; Daugherty C; Kusewitt D; Jones S; Jewell S; Malarkey WB; Lehman A; Lemeshow S; Dhabhar FS		J Natl Cancer Inst	97	2005	1760-7	J:104631	16333031
93686	Toll-like receptor 4 in butylated hydroxytoluene-induced mouse pulmonary inflammation and tumorigenesis.		Bauer AK; Dixon D; DeGraff LM; Cho HY; Walker CR; Malkinson AM; Kleeberger SR		J Natl Cancer Inst	97	2005	1778-81	J:104658	16333033
93687	Drug resistance by evasion of antiangiogenic targeting of VEGF signaling in late-stage pancreatic islet tumors.		Casanovas O; Hicklin DJ; Bergers G; Hanahan D		Cancer Cell	8	2005	299-309	J:104853	16226705
93688	Kit-activating mutations cooperate with Spi-1/PU.1 overexpression to promote tumorigenic progression during erythroleukemia in mice.		Kosmider O; Denis N; Lacout C; Vainchenker W; Dubreuil P; Moreau-Gachelin F		Cancer Cell	8	2005	467-78	J:104970	16338660
93689	Increased susceptibility to UV-induced skin carcinogenesis in polymerase eta-deficient mice.		Lin Q; Clark AB; McCulloch SD; Yuan T; Bronson RT; Kunkel TA; Kucherlapati R		Cancer Res	66	2006	87-94	J:105034	16397220
93690	An imprinted locus epistatically influences Nstr1 and Nstr2 to control resistance to nerve sheath tumors in a neurofibromatosis type 1 mouse model.		Reilly KM; Broman KW; Bronson RT; Tsang S; Loisel DA; Christy ES; Sun Z; Diehl J; Munroe DJ; Tuskan RG		Cancer Res	66	2006	62-8	J:105038	16397217
93691	Proinflammatory CD4+ CD45RB(hi) lymphocytes promote mammary and intestinal carcinogenesis in Apc(Min/+) mice.		Rao VP; Poutahidis T; Ge Z; Nambiar PR; Horwitz BH; Fox JG; Erdman SE		Cancer Res	66	2006	57-61	J:105039	16397216
93692	Cbf beta-SMMHC induces distinct abnormal myeloid progenitors able to develop acute myeloid leukemia.		Kuo YH; Landrette SF; Heilman SA; Perrat PN; Garrett L; Liu PP; Le Beau MM; Kogan SC; Castilla LH		Cancer Cell	9	2006	57-68	J:105040	16413472
93693	Requirement for CDK4 kinase function in breast cancer.		Yu Q; Sicinska E; Geng Y; Ahnstrom M; Zagozdzon A; Kong Y; Gardner H; Kiyokawa H; Harris LN; Stal O; Sicinski P		Cancer Cell	9	2006	23-32	J:105043	16413469
93694	Dual degradation signals control Gli protein stability and tumor formation.		Huntzicker EG; Estay IS; Zhen H; Lokteva LA; Jackson PK; Oro AE		Genes Dev	20	2006	276-81	J:105048	16421275
93695	Evidence for complex multigenic inheritance of radiation AML susceptibility in mice revealed using a surrogate phenotypic assay.		Darakhshan F; Badie C; Moody J; Coster M; Finnon R; Finnon P; Edwards AA; Szluinska M; Skidmore CJ; Yoshida K; Ullrich R; Cox R; Bouffler SD		Carcinogenesis	27	2006	311-8	J:105074	16093251
93696	Mist1-KrasG12D knock-in mice develop mixed differentiation metastatic exocrine pancreatic carcinoma and hepatocellular carcinoma.		Tuveson DA; Zhu L; Gopinathan A; Willis NA; Kachatrian L; Grochow R; Pin CL; Mitin NY; Taparowsky EJ; Gimotty PA; Hruban RH; Jacks T; Konieczny SF		Cancer Res	66	2006	242-7	J:105076	16397237
93697	Genetically induced pancreatic adenocarcinoma is highly immunogenic and causes spontaneous tumor-specific immune responses.		Garbe AI; Vermeer B; Gamrekelashvili J; von Wasielewski R; Greten FR; Westendorf AM; Buer J; Schmid RM; Manns MP; Korangy F; Greten TF		Cancer Res	66	2006	508-16	J:105147	16397267
93698	Inhibition of DNA methyltransferase activity prevents tumorigenesis in a mouse model of prostate cancer.		McCabe MT; Low JA; Daignault S; Imperiale MJ; Wojno KJ; Day ML		Cancer Res	66	2006	385-92	J:105165	16397253
93699	Blocked acinar development, E-cadherin reduction, and intraepithelial neoplasia upon ablation of p120-catenin in the mouse salivary gland.		Davis MA; Reynolds AB		Dev Cell	10	2006	21-31	J:105283	16399075
93700	Pin1 regulates centrosome duplication, and its overexpression induces centrosome amplification, chromosome instability, and oncogenesis.		Suizu F; Ryo A; Wulf G; Lim J; Lu KP		Mol Cell Biol	26	2006	1463-79	J:105549	16449657
93701	E2F1 suppresses skin carcinogenesis via the ARF-p53 pathway.		Russell JL; Weaks RL; Berton TR; Johnson DG		Oncogene	25	2006	867-76	J:105657	16205640
93702	Targeted disruption of the mouse ing1 locus results in reduced body size, hypersensitivity to radiation and elevated incidence of lymphomas.		Kichina JV; Zeremski M; Aris L; Gurova KV; Walker E; Franks R; Nikitin AY; Kiyokawa H; Gudkov AV		Oncogene	25	2006	857-66	J:105658	16170338
93703	Hair follicle defects and squamous cell carcinoma formation in Smad4 conditional knockout mouse skin.		Qiao W; Li AG; Owens P; Xu X; Wang XJ; Deng CX		Oncogene	25	2006	207-17	J:105673	16170355
93704	Hint1 is a haplo-insufficient tumor suppressor in mice.		Li H; Zhang Y; Su T; Santella RM; Weinstein IB		Oncogene	25	2006	713-21	J:105674	16186798
93705	Notch3 signaling initiates choroid plexus tumor formation.		Dang L; Fan X; Chaudhry A; Wang M; Gaiano N; Eberhart CG		Oncogene	25	2006	487-91	J:105676	16186803
93706	LMP1 signaling and activation of NF-kappaB in LMP1 transgenic mice.		Thornburg NJ; Kulwichit W; Edwards RH; Shair KH; Bendt KM; Raab-Traub N		Oncogene	25	2006	288-97	J:105677	16247482
93707	Locations of mouse DNA damage response and repair loci, and cancer risk modifiers.		Bulman RA; Dragani TA; Bouffler SD; Cox R		DNA Repair (Amst)	5	2006	274-7	J:105678	16290248
93708	AML1 deletion in adult mice causes splenomegaly and lymphomas.		Putz G; Rosner A; Nuesslein I; Schmitz N; Buchholz F		Oncogene	25	2006	929-39	J:105709	16247465
93709	The rac activator Tiam1 is a Wnt-responsive gene that modifies intestinal tumor development.		Malliri A; Rygiel TP; van der Kammen RA; Song JY; Engers R; Hurlstone AF; Clevers H; Collard JG		J Biol Chem	281	2006	543-8	J:105716	16249175
93710	Early aging-associated phenotypes in Bub3/Rae1 haploinsufficient mice.		Baker DJ; Jeganathan KB; Malureanu L; Perez-Terzic C; Terzic A; van Deursen JM		J Cell Biol	172	2006	529-40	J:105717	16476774
93711	Comparison of gene expression and DNA copy number changes in a murine model of lung cancer.		Sweet-Cordero A; Tseng GC; You H; Douglass M; Huey B; Albertson D; Jacks T		Genes Chromosomes Cancer	45	2006	338-48	J:105735	16323170
93712	Assessment of F-MuLV-induced tumorigenesis reveals new candidate tumor genes including Pecam1, St7, and Prim2		Yatsula B; Galvao C; McCrann M; Perkins AS		Leukemia	20	2006	162-165	J:105807	16307020
93713	A transgenic mouse model for TEL-JAK2-induced B-cell lymphoma/leukemia		dos Santos NR; Ghysdael J		Leukemia	20	2006	182-5	J:105808	16281066
93714	Array CGH analysis reveals chromosomal aberrations in mouse lung adenocarcinomas induced by the human lung carcinogen 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone.		Herzog CR; Desai D; Amin S		Biochem Biophys Res Commun	341	2006	856-63	J:105867	16455056
93715	Distinct roles for cysteine cathepsin genes in multistage tumorigenesis.		Gocheva V; Zeng W; Ke D; Klimstra D; Reinheckel T; Peters C; Hanahan D; Joyce JA		Genes Dev	20	2006	543-56	J:105935	16481467
93716	Inactivation of PU.1 in adult mice leads to the development of myeloid leukemia.		Metcalf D; Dakic A; Mifsud S; Di Rago L; Wu L; Nutt S		Proc Natl Acad Sci U S A	103	2006	1486-91	J:105994	16432184
93717	Pten deletion leads to the expansion of a prostatic stem/progenitor cell subpopulation and tumor initiation.		Wang S; Garcia AJ; Wu M; Lawson DA; Witte ON; Wu H		Proc Natl Acad Sci U S A	103	2006	1480-5	J:105995	16432235
93718	ATM promotes apoptosis and suppresses tumorigenesis in response to Myc.		Pusapati RV; Rounbehler RJ; Hong S; Powers JT; Yan M; Kiguchi K; McArthur MJ; Wong PK; Johnson DG		Proc Natl Acad Sci U S A	103	2006	1446-51	J:105997	16432227
93719	Involvement of cyclooxygenase-2 in gastric mucosal hypertrophy in gastrin transgenic mice.		Kanda N; Seno H; Kawada M; Sawabu T; Uenoyoma Y; Nakajima T; Konda Y; Fukui H; Takeuchi T; Chiba T		Am J Physiol Gastrointest Liver Physiol	290	2006	G519-27	J:106047	16254046
93720	In vivo disruption of TGF-beta signaling by Smad7 leads to premalignant ductal lesions in the pancreas.		Kuang C; Xiao Y; Liu X; Stringfield TM; Zhang S; Wang Z; Chen Y		Proc Natl Acad Sci U S A	103	2006	1858-63	J:106078	16443684
93721	Neonatal estrogenic exposure suppresses PTEN-related endometrial carcinogenesis in recombinant mice.		Begum M; Tashiro H; Katabuchi H; Suzuki A; Kurman RJ; Okamura H		Lab Invest	86	2006	286-96	J:106131	16402032
93722	Nras loss induces metastatic conversion of Rb1-deficient neuroendocrine thyroid tumor.		Takahashi C; Contreras B; Iwanaga T; Takegami Y; Bakker A; Bronson RT; Noda M; Loda M; Hunt JL; Ewen ME		Nat Genet	38	2006	118-23	J:106133	16369533
93723	Block of T cell development in P53-deficient mice accelerates development of lymphomas with characteristic RAG-dependent cytogenetic alterations.		Haines BB; Ryu CJ; Chang S; Protopopov A; Luch A; Kang YH; Draganov DD; Fragoso MF; Paik SG; Hong HJ; DePinho RA; Chen J		Cancer Cell	9	2006	109-20	J:106246	16473278
93724	Forced retinoic acid receptor alpha homodimers prime mice for APL-like leukemia.		Sternsdorf T; Phan VT; Maunakea ML; Ocampo CB; Sohal J; Silletto A; Galimi F; Le Beau MM; Evans RM; Kogan SC		Cancer Cell	9	2006	81-94	J:106252	16473276
93725	Efficacy of deguelin and silibinin on benzo(a)pyrene-induced lung tumorigenesis in A/J mice.		Yan Y; Wang Y; Tan Q; Lubet RA; You M		Neoplasia	7	2005	1053-7	J:106425	16354587
